-4.989194388371988309e-02,2.240073412398492503e-01,4.110895755015597786e+00,1.697243020284031623e-01,3.876854769141813151e-01,3.672123081076336781e+00,-1.108711510886680740e-01,1.143243082352763673e-01,4.335721879295324044e+00,1.045183321587483533e-01,2.451623903905171820e-01,3.969799896064584388e+00
-8.412268700426926704e-02,1.683515403104223207e-01,3.921987744397371412e+00,1.404723939135447963e-01,2.871191362095171229e-01,3.604360590390735197e+00,-1.283840770447785273e-01,8.675942298438055200e-02,4.089413875951887434e+00,9.282933990949870928e-02,1.806622862154850240e-01,3.825798944666923163e+00
-1.068918635011253115e-01,9.620216773059447890e-02,3.850683884143117020e+00,1.182524726009067106e-01,1.857959404304858342e-01,3.615102407078231828e+00,-1.391556744302419046e-01,4.725505093978683846e-02,3.950933155641054739e+00,8.382286848238851285e-02,1.177815264512047794e-01,3.755727840493636283e+00
-1.226335398506006175e-01,3.546620317959902485e-02,3.811938778147956786e+00,1.021489299403192663e-01,1.043990401892117004e-01,3.634144206334707583e+00,-1.466589284566447715e-01,1.375443811085516436e-02,3.856320941175543471e+00,7.706381236330163420e-02,6.798831596838042501e-02,3.709070859091041950e+00
-1.339128953135167166e-01,-1.134934177361330600e-02,3.785694970099669820e+00,9.038424711106450571e-02,4.242016227563385339e-02,3.649986394230390285e+00,-1.520959867029823276e-01,-1.215202972969073834e-02,3.787345145272762448e+00,7.201631500384876594e-02,3.027129101457828528e-02,3.674906302032767691e+00
-1.423063162196737119e-01,-4.595714773631864175e-02,3.766126270386664032e+00,8.155047262517331474e-02,-3.684884517326436713e-03,3.662196188899328853e+00,-1.561727700690024312e-01,-3.129564788416602100e-02,3.736272539779765811e+00,6.815728293037652541e-02,2.250945841659932577e-03,3.650073045854132392e+00
-1.488210744369148353e-01,-7.032390298340009116e-02,3.750843084359891666e+00,7.467651376537054464e-02,-3.710479010164444841e-02,3.671900805930488509e+00,-1.593552708012344055e-01,-4.469604221046993842e-02,3.698702757814134490e+00,6.509016648363874502e-02,-1.810260045423605496e-02,3.633134837461723610e+00
-1.541164573778089908e-01,-8.598280657278729866e-02,3.738530685302542622e+00,6.911050921798334024e-02,-6.020211383108516751e-02,3.680117944365742577e+00,-1.619583646070418825e-01,-5.316147699121684389e-02,3.671793789753733606e+00,6.253599026447165254e-02,-3.227104174689063992e-02,3.623204739874796854e+00
-1.586377819709302028e-01,-9.396237640303947702e-02,3.728339232285440730e+00,6.440825049853214634e-02,-7.458075798011103152e-02,3.687589024190918607e+00,-1.642000800895906110e-01,-5.723343880670755945e-02,3.653675217388248520e+00,6.029785198357986986e-02,-4.125707219971915668e-02,3.619740589550659582e+00
-1.627056598500662699e-01,-9.480286707495309828e-02,3.719661709506609348e+00,6.024912366789505341e-02,-8.120460283463780404e-02,3.694863632602378711e+00,-1.662407313920695462e-01,-5.718402747200550945e-02,3.643180643701754207e+00,5.822696944409531256e-02,-4.566982634298182714e-02,3.622539678008580122e+00
-1.665806165610062561e-01,-8.855694351551371413e-02,3.712012792813394135e+00,5.637274907908788879e-02,-8.047791050780175870e-02,3.702405754957366568e+00,-1.682129837132781969e-01,-5.300699804930536496e-02,3.639703537276745671e+00,5.619412160592385935e-02,-4.578245310864565570e-02,3.631787536453774834e+00
-1.705151526096915782e-01,-7.475522904488013376e-02,3.704940043778309100e+00,5.252699250656388957e-02,-7.227806068464723288e-02,3.710691447283674727e+00,-1.702469227990262290e-01,-4.438960569965479108e-02,3.643121466765404382e+00,5.406453009704707130e-02,-4.155911698817683214e-02,3.648139774229396171e+00
-1.748018223769809698e-01,-5.233318744863735966e-02,3.697943778943968418e+00,4.841927324171105274e-02,-5.594531384391326218e-02,3.720303150813216941e+00,-1.724934555977192807e-01,-3.066139811131539036e-02,3.653765429415875232e+00,5.167330500607316551e-02,-3.265560871900023004e-02,3.672839419711383169e+00
-1.798243054298296340e-01,-1.951861463354761031e-02,3.690391174703265165e+00,4.366409644764430997e-02,-3.023556472455306288e-02,3.732030297067360891e+00,-1.751488656365999819e-01,-1.071748805804385862e-02,3.672418763108255657e+00,4.879868200024584796e-02,-1.839796937569317115e-02,3.707876252267757966e+00
-1.861179736447447497e-01,2.632007772612581301e-02,3.681411027558461058e+00,3.771986769434248349e-02,6.758950136494879316e-03,3.746984906588896269e+00,-1.784829346741450828e-01,1.708649335822990875e-02,3.700331124804368432e+00,4.513056723662522973e-02,2.257340852846720803e-03,3.756195187914912470e+00
-1.944469018844059705e-01,8.886313637405574006e-02,3.669753245773582861e+00,2.980712590119430350e-02,5.771792504916745115e-02,3.766738844917858042e+00,-1.828724727153652752e-01,5.507168481432328511e-02,3.739230553010568947e+00,4.023245347752259921e-02,3.077955694499230274e-02,3.821960882988086894e+00
-2.059057885258609444e-01,1.730610719476786963e-01,3.653591909356030509e+00,1.879785686441891659e-02,1.262312537077021901e-01,3.793485965907381630e+00,-1.888406692912610596e-01,1.064116063803677709e-01,3.791310734133858773e+00,3.349632196766226533e-02,6.913674476966570615e-02,3.910885492949342179e+00
-2.220586382405621839e-01,2.853731967233114619e-01,3.630241095172454635e+00,3.059989747154517447e-03,2.169779031740003139e-01,3.830225173196753818e+00,-1.970982547473916768e-01,1.753557907500974400e-01,3.859159141485997147e+00,2.409508000545063783e-02,1.198942720613809243e-01,4.030624033634628844e+00
-2.451335873699710399e-01,4.339735491319668403e-01,3.595737501562729754e+00,-1.977184896185193649e-02,3.359774963060486175e-01,3.880945286134031669e+00,-2.085682921987515315e-01,2.675149401403650873e-01,3.945569459173531524e+00,1.095275556410182580e-02,1.863669745951825052e-01,4.191230912590507174e+00
-2.783089455944132706e-01,6.287459952336301727e-01,3.544242325041298880e+00,-5.315956693399395000e-02,4.909881264323642247e-01,3.950770715457588178e+00,-2.243319948575721590e-01,3.902136442781977133e-01,4.053144413466140961e+00,-7.199496039226307639e-03,2.729014267865906840e-01,4.405642800702858963e+00
-3.261388353696447751e-01,8.803766449331399402e-01,3.467385314806017860e+00,-1.022801681515419364e-01,6.921714852504814441e-01,4.046040541176351368e+00,-2.453054368844349020e-01,5.528445127906412848e-01,4.183579526263686788e+00,-3.148157263601634309e-02,3.854433385457098349e-01,4.690132512912446039e+00
-3.950121488098050637e-01,1.195815215372721507e+00,3.354865930397980645e+00,-1.749989843660880728e-01,9.530342143702599245e-01,4.174509905242683949e+00,-2.711902482596582620e-01,7.668835667882547558e-01,4.336766376243391896e+00,-6.177861481909849295e-02,5.324464761335894192e-01,5.064956569065856229e+00
-4.921007908482640802e-01,1.560710910789087080e+00,3.203285881351918718e+00,-2.819468127434918703e-01,1.290416084643711381e+00,4.346640189728335990e+00,-2.986791800699206689e-01,1.045261626214158301e+00,4.511039571981462437e+00,-9.498584678882189547e-02,7.242947240320569691e-01,5.557663051504401430e+00
